Teste,Emissões de CO2 (kg)
1,4.915303118475082e-06
2,4.025150403865969e-06
3,5.131283016971056e-06
4,3.382586177632904e-06
5,2.4776960130464897e-06
6,2.7947094401675173e-06
7,2.442091508455973e-06
8,3.2757225118995594e-06
9,2.4683984434730627e-06
10,2.1436990960723896e-06
