Teste,Emissões de CO2 (kg)
1,5.621410738267936e-06
2,7.486769247358541e-06
3,5.7800709450488474e-06
4,6.191669317806801e-06
5,7.883711839227897e-06
6,7.188660952857514e-06
7,6.6762546226924645e-06
8,5.920895240306307e-06
9,7.5767290710043105e-06
10,6.155654927253043e-06
