Teste,Emissões de CO2 (kg)
1,2.367068454889433e-05
2,3.384955602341835e-05
3,3.115215541764246e-05
4,3.0233135375097678e-05
5,2.508861460268339e-05
6,3.377559485114401e-05
7,2.8177961307509508e-05
8,2.8720392974573915e-05
9,3.403357390660855e-05
10,3.0454859647071003e-05
