Teste,Emissões de CO2 (kg)
1,9.877761688256805e-06
2,1.1487088473164867e-05
3,7.277195152579744e-06
4,8.675795638552984e-06
5,1.1221625826134835e-05
6,8.902671636592197e-06
7,8.216853380124582e-06
8,7.135312249716225e-06
9,8.667815777574885e-06
10,9.794695629390153e-06
