timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-28T02:58:54,codecarbon,4766523f-8ad5-4d78-988c-afde942ec0d7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5376542500016512,8.747453505476512e-06,5.688829920944269e-06,37.86122328471716,164.84986446320542,5.740279197692871,1.615302736684976e-05,7.034227849611607e-05,2.4485822229790907e-06,8.894388808594492e-05,Brazil,BRA,rio de janeiro,,,Linux-6.8.0-54-generic-x86_64-with-glibc2.39,3.12.7,2.8.3,20,13th Gen Intel(R) Core(TM) i7-13650HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,-43.1883,-22.9072,15.307411193847656,machine,N,1.0
