Teste,Emissões de CO2 (kg)
1,8.706853132594154e-06
2,6.8758420670280145e-06
3,9.137655611866088e-06
4,9.225505547904097e-06
5,8.114405807012331e-06
6,8.308824132724159e-06
7,9.507040292964444e-06
8,8.257848974369635e-06
9,9.55190025170767e-06
10,8.390543825348189e-06
